actor,n_movies,imdb_mean,imdb_max,votes_mean,votes_max,genre_span,career_span_years
Elina Alminas,1,7.7,7.7,289508.0,289508.0,4,0.0
Corey Johnson,1,7.7,7.7,289508.0,289508.0,4,0.0
Sonoya Mizuno,1,7.7,7.7,289508.0,289508.0,4,0.0
Orson Bean,1,7.8,7.8,254404.0,254404.0,3,0.0
Teo Halm,1,5.8,5.8,15664.0,15664.0,3,0.0
Jason Gray-Stanford,1,5.8,5.8,15664.0,15664.0,3,0.0
Ella Wahlestedt,1,5.8,5.8,15664.0,15664.0,3,0.0
Rolando Molina,2,6.3,6.5,24449.0,27492.0,3,1.0
Kazunari Ninomiya,1,7.9,7.9,132149.0,132149.0,3,0.0
Yuki Matsuzaki,1,7.9,7.9,132149.0,132149.0,3,0.0
Shidô Nakamura,1,7.9,7.9,132149.0,132149.0,3,0.0
Lena Endre,1,8.1,8.1,335.0,335.0,4,
David Dencik,1,8.1,8.1,335.0,335.0,4,
Justin Chon,2,5.25,5.9,31222.5,60407.0,2,1.0
Sarah Wright,2,5.300000000000001,5.9,33887.0,60407.0,1,5.0
Josie Loren,1,5.9,5.9,60407.0,60407.0,1,0.0
Catalina Sandino Moreno,3,7.133333333333333,7.5,32407.666666666668,63084.0,6,8.0
Kathryn Morris,2,6.65,6.8,10349.0,18442.0,3,8.0
Sarita Choudhury,2,5.85,6.0,18406.0,28573.0,5,17.0
Yves Jacques,1,7.3,7.3,4767.0,4767.0,2,0.0
Daniel Auteuil,1,7.3,7.3,4767.0,4767.0,2,0.0
Meghan Heffern,1,6.3,6.3,56264.0,56264.0,4,0.0
Natalie Lisinska,1,6.3,6.3,56264.0,56264.0,4,0.0
Paul Mazursky,1,5.9,5.9,1595.0,1595.0,3,0.0
Ezra Miller,4,7.225,8.0,119350.25,351274.0,4,3.0
Thomas Ian Griffith,1,5.1,5.1,922.0,922.0,1,0.0
Ian Gomez,1,5.1,5.1,922.0,922.0,1,0.0
Luke Treadaway,1,6.6,6.6,82331.0,82331.0,4,0.0
John Boyega,1,6.6,6.6,82331.0,82331.0,4,0.0
Nikola Djuricko,1,4.3,4.3,31414.0,31414.0,3,0.0
Branko Djuric,1,4.3,4.3,31414.0,31414.0,3,0.0
Jelena Jovanova,1,4.3,4.3,31414.0,31414.0,3,0.0
Tara Platt,1,6.7,6.7,88241.0,88241.0,2,0.0
Dean Dawson,1,6.8,6.8,90.0,90.0,4,0.0
Jung-jae Lee,1,6.8,6.8,90.0,90.0,4,0.0
Steve Irwin,1,5.4,5.4,5663.0,5663.0,4,0.0
Louis Herthum,1,6.6,6.6,77305.0,77305.0,5,0.0
Annie Golden,1,6.6,6.6,77305.0,77305.0,5,0.0
Dameon Clarke,1,6.6,6.6,77305.0,77305.0,5,0.0
Gary Schwartz,1,7.4,7.4,16281.0,16281.0,3,0.0
Everett McGill,3,7.2,8.0,26751.333333333332,63733.0,5,18.0
Gabriel Millman,1,6.9,6.9,14354.0,14354.0,1,0.0
Rob Morrow,1,6.9,6.9,14354.0,14354.0,1,0.0
Hannah Murray,1,6.4,6.4,9957.0,9957.0,3,0.0
Jude Ciccolella,1,7.8,7.8,75675.0,75675.0,3,0.0
Julian Morris,4,5.25,5.9,14346.25,24012.0,5,9.0
Margo Harshman,1,5.1,5.1,24012.0,24012.0,2,0.0
Ronald Colman,1,7.8,7.8,3256.0,3256.0,3,0.0
Mary Astor,1,7.8,7.8,3256.0,3256.0,3,0.0
Cara Horgan,1,7.8,7.8,132386.0,132386.0,2,0.0
Sheila Hancock,1,7.8,7.8,132386.0,132386.0,2,0.0
Richard Johnson,1,7.8,7.8,132386.0,132386.0,2,0.0
Björk,1,8.0,8.0,79330.0,79330.0,3,0.0
Vincent Gallo,4,6.325,7.5,14206.5,36657.0,4,8.0
Christian Campbell,2,6.15,6.2,8195.5,14757.0,6,2.0
Bill Erwin,2,7.3,7.3,41401.0,61753.0,6,8.0
Gabriel Damon,1,7.3,7.3,61753.0,61753.0,3,0.0
Min-sik Choi,3,8.066666666666668,8.4,147210.66666666666,356181.0,6,2.0
Bin Won,1,8.1,8.1,31943.0,31943.0,3,0.0
Lee J. Cobb,2,8.45,8.9,366018.5,447785.0,3,16.0
Robert Shaw,5,7.659999999999999,8.3,142021.4,412454.0,9,13.0
Lambert Wilson,3,7.066666666666666,7.9,8704.333333333334,12411.0,5,4.0
Charlotte Lewis,1,5.9,5.9,39798.0,39798.0,5,0.0
Ally Sheedy,3,6.733333333333333,7.1,30843.0,71842.0,5,27.0
Jason Cottle,1,6.5,6.5,57996.0,57996.0,5,0.0
Alex Veadov,1,6.5,6.5,57996.0,57996.0,5,0.0
Rorke Denver,1,6.5,6.5,57996.0,57996.0,5,0.0
Josh Henderson,2,5.55,6.5,46451.5,90938.0,6,8.0
Sid Haig,5,6.4,7.5,79400.4,239540.0,6,15.0
Ashley Hinshaw,1,7.1,7.1,204327.0,204327.0,3,0.0
Amy Irving,3,6.966666666666666,7.2,15781.666666666666,29239.0,3,26.0
Steven Hill,1,6.6,6.6,9503.0,9503.0,3,0.0
Katherine Boecher,2,3.3,3.3,34219.0,34219.0,2,0.0
Britney Spears,2,3.3,3.3,34219.0,34219.0,2,0.0
Dave Allen,2,3.3,3.3,34219.0,34219.0,2,0.0
Kirby Bliss Blanton,1,6.7,6.7,157051.0,157051.0,2,0.0
Oliver Cooper,1,6.7,6.7,157051.0,157051.0,2,0.0
Bill Hickman,1,8.0,8.0,76398.0,76398.0,3,0.0
Jerry Nelson,1,7.7,7.7,33850.0,33850.0,5,0.0
Anthony Burrell,1,5.9,5.9,12383.0,12383.0,2,0.0
Ashley Ashida Dixon,1,5.9,5.9,12383.0,12383.0,2,0.0
Lexie Contursi,1,5.9,5.9,12383.0,12383.0,2,0.0
Nat Wolff,3,6.833333333333333,7.8,110943.33333333333,249688.0,3,2.0
Richard Dysart,1,5.4,5.4,3000.0,3000.0,2,0.0
Talia Shire,2,5.800000000000001,6.2,1531.0,3000.0,3,30.0
Robert Foxworth,1,5.4,5.4,3000.0,3000.0,2,0.0
Lusia Strus,1,7.0,7.0,62468.0,62468.0,3,0.0
Kathryn Erbe,3,6.3999999999999995,7.0,21515.333333333332,62468.0,5,13.0
Kelvin Taylor,1,8.6,8.6,173172.0,173172.0,5,
Viva Bianca,1,8.6,8.6,173172.0,173172.0,5,
Peter Hermann,2,6.6,7.6,40286.0,76094.0,3,0.0
Mare Winningham,1,7.6,7.6,76094.0,76094.0,2,0.0
Tammin Sursok,1,5.3,5.3,30462.0,30462.0,4,0.0
Dichen Lachman,2,4.2,5.3,15656.5,30462.0,5,3.0
Joanna 'JoJo' Levesque,1,5.3,5.3,30462.0,30462.0,4,0.0
Meg Crosbie,1,6.4,6.4,63390.0,63390.0,3,0.0
Lark Voorhies,1,5.3,5.3,2301.0,2301.0,1,0.0
Bill Irwin,3,6.666666666666667,7.0,24295.666666666668,41226.0,3,9.0
John Colicos,1,6.6,6.6,16764.0,16764.0,4,0.0
Martin Semmelrogge,1,8.4,8.4,168203.0,168203.0,4,0.0
Herbert Grönemeyer,1,8.4,8.4,168203.0,168203.0,4,0.0
Tom Hughes,1,7.8,7.8,202341.0,202341.0,3,0.0
Zhengyong Zhang,1,7.6,7.6,92295.0,92295.0,4,0.0
Jonny Weston,2,6.25,6.4,39117.0,57349.0,5,0.0
Sofia Black-D'Elia,2,5.4,6.4,28793.0,57349.0,5,1.0
Gary Weeks,1,6.4,6.4,57349.0,57349.0,2,0.0
Veronika Dash,1,7.0,7.0,15412.0,15412.0,3,0.0
Tammy Blanchard,2,7.0,7.0,28015.0,40618.0,3,2.0
Sherman Hemsley,1,5.7,5.7,6965.0,6965.0,2,0.0
Aleksa Palladino,1,6.3,6.3,20576.0,20576.0,2,0.0
Greg Mottola,1,6.3,6.3,20576.0,20576.0,2,0.0
Jill Clayburgh,1,6.2,6.2,20000.0,20000.0,2,0.0
Brian Dietzen,1,2.1,2.1,23606.0,23606.0,3,0.0
Kelly Clarkson,1,2.1,2.1,23606.0,23606.0,3,0.0
Nick Damici,2,5.9,6.5,26447.5,34263.0,5,7.0
Susan Gardner,1,5.3,5.3,18632.0,18632.0,2,0.0
Samantha Ivers,1,7.1,7.1,29613.0,29613.0,2,0.0
Ah-sung Ko,1,7.0,7.0,68883.0,68883.0,4,0.0
Doona Bae,1,7.0,7.0,68883.0,68883.0,4,0.0
Paul Gleason,1,5.7,5.7,763.0,763.0,3,0.0
Serena Grandi,1,7.7,7.7,55516.0,55516.0,1,0.0
Sabrina Ferilli,1,7.7,7.7,55516.0,55516.0,1,0.0
Toni Servillo,1,7.7,7.7,55516.0,55516.0,1,0.0
Michael Harding,1,7.1,7.1,12047.0,12047.0,2,0.0
Jake Richardson,1,7.1,7.1,12047.0,12047.0,2,0.0
Harmony Korine,1,6.8,6.8,84620.0,84620.0,2,0.0
Mia Wasikowska,3,6.866666666666667,7.1,71617.33333333333,110616.0,3,3.0
Erin Boyes,1,6.3,6.3,8014.0,8014.0,3,0.0
David Richmond-Peck,1,6.3,6.3,8014.0,8014.0,3,0.0
Timothy Webber,1,6.3,6.3,8014.0,8014.0,3,0.0
Eamonn Walker,3,6.933333333333334,7.3,19427.333333333332,29608.0,8,6.0
Alicja Bachleda,3,7.233333333333334,7.5,14256.0,16863.0,7,5.0
James Shigeta,1,7.2,7.2,18520.0,18520.0,3,0.0
Andy Davoli,1,6.4,6.4,12559.0,12559.0,2,0.0
Bálint Péntek,1,7.1,7.1,5603.0,5603.0,3,0.0
Marcell Nagy,1,7.1,7.1,5603.0,5603.0,3,0.0
Péter Fancsikai,1,7.1,7.1,5603.0,5603.0,3,0.0
Ni Yan,3,6.233333333333333,7.3,2536.3333333333335,2789.0,2,5.0
Dahong Ni,2,5.7,5.7,2410.0,2410.0,2,0.0
Yuanyuan Gao,1,7.7,7.7,8429.0,8429.0,3,0.0
Ryu Kohata,1,7.7,7.7,8429.0,8429.0,3,0.0
Rebecca Black,1,3.2,3.2,408.0,408.0,5,0.0
Hiroyuki Ikeuchi,1,6.1,6.1,4899.0,4899.0,4,0.0
Meisa Kuroki,1,6.1,6.1,4899.0,4899.0,4,0.0
Kenneth Cranham,1,5.6,5.6,12128.0,12128.0,3,0.0
Ana Imnadze,1,5.6,5.6,12128.0,12128.0,3,0.0
Rachael Carpani,1,6.9,6.9,64423.0,64423.0,3,0.0
Emma Lung,1,6.9,6.9,64423.0,64423.0,3,0.0
Michael Dorman,1,6.9,6.9,64423.0,64423.0,3,0.0
Kelly LeBrock,1,7.5,7.5,314.0,314.0,1,0.0
Alexandra Callas,1,7.5,7.5,314.0,314.0,1,0.0
Connor Corum,1,5.8,5.8,21034.0,21034.0,2,0.0
Matt Marr,1,2.8,2.8,105.0,105.0,2,0.0
Ginger Jensen,1,2.8,2.8,105.0,105.0,2,0.0
Gary Daniels,1,2.8,2.8,105.0,105.0,2,0.0
Denise Crosby,1,6.6,6.6,63855.0,63855.0,2,0.0
Tetsu Watanabe,1,7.5,7.5,3466.0,3466.0,1,0.0
Akira Terao,1,7.5,7.5,3466.0,3466.0,1,0.0
Tatsuo Matsumura,1,7.5,7.5,3466.0,3466.0,1,0.0
Wei Tang,1,6.2,6.2,117.0,117.0,1,0.0
Hailu Qin,1,6.2,6.2,117.0,117.0,1,0.0
Zach Galligan,2,6.25,7.2,73118.0,142293.0,3,9.0
Harry Carey Jr.,3,7.466666666666666,7.8,58509.666666666664,142293.0,7,36.0
Peter Cushing,1,8.7,8.7,911097.0,911097.0,4,0.0
Jason Mantzoukas,1,6.0,6.0,49671.0,49671.0,1,0.0
Klaus Kinski,1,8.0,8.0,55816.0,55816.0,3,0.0
Wagner Moura,3,7.133333333333333,8.1,32606.333333333332,81644.0,6,7.0
Selton Mello,1,7.2,7.2,14437.0,14437.0,5,0.0
Daniel Zettel,1,7.2,7.2,14437.0,14437.0,5,0.0
Jack McGee,2,6.65,7.9,138137.0,275869.0,5,13.0
Lane Smith,3,6.6000000000000005,7.5,43316.666666666664,82743.0,7,5.0
Zoe Ventoura,1,4.3,4.3,3104.0,3104.0,3,0.0
Christopher Sommers,1,4.3,4.3,3104.0,3104.0,3,0.0
John Enos III,2,7.199999999999999,7.3,106711.5,207934.0,5,5.0
Lauren German,4,5.875000000000001,7.4,68881.25,162701.0,6,11.0
Robert Prosky,1,7.6,7.6,73193.0,73193.0,2,0.0
Eric Mabius,3,6.966666666666666,7.7,50593.333333333336,149222.0,3,14.0
Shawnee Smith,6,6.416666666666668,7.7,136629.33333333334,299127.0,5,9.0
George Newbern,2,5.65,6.0,41237.0,76207.0,3,2.0
Sid Caesar,5,7.06,7.6,57026.8,170027.0,6,18.0
Alicia Keys,1,7.3,7.3,19440.0,19440.0,1,0.0
Peter Berg,1,4.6,4.6,10966.0,10966.0,2,0.0
Steven Bauer,1,6.0,6.0,9903.0,9903.0,3,0.0
Gabrielle Carteris,1,6.0,6.0,9903.0,9903.0,3,0.0
Bud Cort,2,6.25,7.0,14105.0,23023.0,4,14.0
Louise Fletcher,3,6.7,8.7,228933.66666666666,680041.0,3,32.0
Fiona Glascott,1,7.5,7.5,73249.0,73249.0,2,0.0
Eva Birthistle,1,7.5,7.5,73249.0,73249.0,2,0.0
Hardy Krüger,1,8.1,8.1,101627.0,101627.0,4,0.0
Sheridan Smith,1,6.8,6.8,15684.0,15684.0,2,0.0
Pauline Collins,1,6.8,6.8,15684.0,15684.0,2,0.0
Patricia Tallman,1,7.6,7.6,128850.0,128850.0,3,0.0
Jim Rash,2,6.35,7.4,64125.0,115813.0,3,11.0
Kevin Tighe,3,6.7,7.8,72619.33333333333,171882.0,4,5.0
Alan Van Sprang,2,7.45,7.7,18131.0,34098.0,6,1.0
Scott Handy,1,7.7,7.7,2164.0,2164.0,3,0.0
Jimi Mistry,3,6.433333333333334,7.0,10131.0,14548.0,4,8.0
Alex Karpovsky,2,6.85,7.4,48496.5,96233.0,3,1.0
Wayne Pygram,1,5.1,5.1,14129.0,14129.0,3,0.0
Lisa Pelikan,1,5.1,5.1,14129.0,14129.0,3,0.0
Samantha Eggar,1,6.9,6.9,2603.0,2603.0,2,0.0
David Kennedy,1,6.8,6.8,11132.0,11132.0,3,0.0
Angus Barnett,1,6.8,6.8,11132.0,11132.0,3,0.0
Phyllida Law,1,6.8,6.8,11132.0,11132.0,3,0.0
Geoff Bell,3,6.433333333333334,6.9,33949.0,66840.0,6,4.0
Scott Patterson,1,5.8,5.8,88529.0,88529.0,2,0.0
John Cassavetes,2,7.1,8.0,70572.5,140527.0,4,1.0
Britt Ekland,1,6.2,6.2,618.0,618.0,3,0.0
Alix Freihage,1,4.3,4.3,45144.0,45144.0,3,0.0
Lina Esco,1,4.3,4.3,45144.0,45144.0,3,0.0
Max Cullen,1,6.4,6.4,5772.0,5772.0,4,0.0
John Howard,1,6.4,6.4,5772.0,5772.0,4,0.0
Deborra-Lee Furness,1,6.4,6.4,5772.0,5772.0,4,0.0
John Abraham,2,6.9,7.8,13279.0,13998.0,2,1.0
Preity Zinta,2,6.95,7.9,24223.5,34449.0,3,2.0
Shah Rukh Khan,4,7.199999999999999,8.0,40125.5,69759.0,5,8.0
Tom Cullen,3,6.3999999999999995,7.7,16531.0,28570.0,6,3.0
Francesc Pagès,1,5.4,5.4,16747.0,16747.0,1,0.0
Glenn Beck,1,8.3,8.3,427357.0,427357.0,3,0.0
Keir Dullea,1,8.3,8.3,427357.0,427357.0,3,0.0
Gary Lockwood,1,8.3,8.3,427357.0,427357.0,3,0.0
Dee Wallace,4,6.5,7.9,88787.75,281842.0,6,31.0
Raoul Max Trujillo,1,6.3,6.3,1337.0,1337.0,2,0.0
Kelli Williams,1,6.4,6.4,859.0,859.0,2,0.0
Antonia Thomas,1,7.9,7.9,2651.0,2651.0,1,
Johnny Flynn,1,7.9,7.9,2651.0,2651.0,1,
Hannah Britland,1,7.9,7.9,2651.0,2651.0,1,
Boman Irani,1,5.3,5.3,8598.0,8598.0,1,0.0
Riteish Deshmukh,2,6.3,7.3,11087.5,13577.0,3,3.0
Arjun Rampal,1,5.3,5.3,8598.0,8598.0,1,0.0
Taylor Handley,1,5.8,5.8,2618.0,2618.0,4,0.0
Santiago Cabrera,1,6.6,6.6,3665.0,3665.0,3,0.0
Karin Viard,2,7.35,7.4,12928.0,15060.0,4,3.0
Eric Elmosnino,1,7.4,7.4,15060.0,15060.0,3,0.0
François Damiens,1,7.4,7.4,15060.0,15060.0,3,0.0
Glen Powell,2,4.45,5.3,3534.0,6935.0,4,1.0
Leigh Whannell,3,6.3,6.6,101839.66666666667,142115.0,4,9.0
Clare Kramer,1,5.9,5.9,70141.0,70141.0,2,0.0
Eddie Albert,2,7.55,7.8,21805.0,43270.0,4,3.0
Richard Beymer,2,7.699999999999999,7.8,57594.5,71919.0,8,1.0
Ted Raimi,4,6.9,7.8,97774.75,141219.0,5,26.0
Frances Bay,2,6.3,7.0,78260.0,156143.0,3,1.0
Patricia Belcher,2,6.4,6.7,62674.5,86890.0,4,12.0
Al Leong,2,6.7,6.9,55487.5,85362.0,6,6.0
Jack Wild,1,7.5,7.5,25303.0,25303.0,3,0.0
Ron Moody,1,7.5,7.5,25303.0,25303.0,3,0.0
Andrew Lawrence,1,6.5,6.5,6808.0,6808.0,5,0.0
Dabney Coleman,2,5.75,6.5,5356.0,6808.0,6,20.0
Tina Turner,1,6.2,6.2,101840.0,101840.0,4,0.0
Angelo Rossitto,2,4.8,6.2,51897.5,101840.0,5,5.0
Vernon Wells,3,5.766666666666667,7.6,82117.33333333333,133966.0,5,29.0
Stephanie Lemelin,1,6.0,6.0,35654.0,35654.0,3,0.0
Hayley Kiyoko,1,6.1,6.1,54190.0,54190.0,3,0.0
Vanity,2,6.050000000000001,6.9,8496.5,9424.0,6,3.0
Austin O'Brien,1,5.4,5.4,27800.0,27800.0,2,0.0
Jeff Fahey,2,5.1,5.4,14127.5,27800.0,4,22.0
Sal Lopez,1,5.6,5.6,12388.0,12388.0,2,0.0
Shiri Appleby,2,5.55,6.1,10053.0,16300.0,4,1.0
Tom Waits,1,7.2,7.2,57363.0,57363.0,2,0.0
Isiah Whitlock Jr.,1,7.3,7.3,408.0,408.0,3,0.0
Herbert Lom,2,7.15,7.2,32200.0,44804.0,6,8.0
Jaden Klein,1,5.2,5.2,25210.0,25210.0,3,0.0
Laila Haley,1,5.2,5.2,25210.0,25210.0,3,0.0
Johnny Whitworth,2,5.35,6.0,23658.0,26849.0,4,7.0
Eddie Jones,2,5.949999999999999,6.6,3431.5,6143.0,4,19.0
Richard Lynch,2,5.05,5.3,4225.5,6143.0,4,2.0
Ronald Pickup,1,6.6,6.6,22369.0,22369.0,2,0.0
Tina Desai,1,6.6,6.6,22369.0,22369.0,2,0.0
Charlie Murphy,1,6.5,6.5,8295.0,8295.0,3,0.0
Simon Rhee,1,6.2,6.2,37901.0,37901.0,2,0.0
Steve Oedekerk,1,6.2,6.2,37901.0,37901.0,2,0.0
Jennifer Tung,1,6.2,6.2,37901.0,37901.0,2,0.0
Reba McEntire,1,7.1,7.1,90070.0,90070.0,3,0.0
Michael Gross,2,6.199999999999999,7.1,49029.0,90070.0,3,22.0
Lindy Booth,2,6.0,6.1,55257.5,87494.0,4,2.0
Byron Mann,1,6.0,6.0,15358.0,15358.0,5,0.0
Carlos Alazraqui,1,5.9,5.9,23928.0,23928.0,2,0.0
Niall Horan,1,4.1,4.1,22161.0,22161.0,2,0.0
Harry Styles,1,4.1,4.1,22161.0,22161.0,2,0.0
Zayn Malik,1,4.1,4.1,22161.0,22161.0,2,0.0
Chase Ellison,2,7.2,7.4,25218.0,46076.0,5,1.0
Jack Guzman,1,7.0,7.0,4360.0,4360.0,2,0.0
Chad Allen,1,7.0,7.0,4360.0,4360.0,2,0.0
Jasper Cole,1,5.5,5.5,35888.0,35888.0,3,0.0
Rob Huebel,2,6.7,6.7,55797.0,87203.0,5,0.0
Michaela Conlin,1,7.9,7.9,111506.0,111506.0,5,
Tamara Taylor,2,6.75,7.9,60989.0,111506.0,5,0.0
Johanna Braddy,2,5.949999999999999,6.1,56428.5,76828.0,3,1.0
Lee Tergesen,1,6.1,6.1,36029.0,36029.0,3,0.0
Carlo Cecchi,1,7.7,7.7,26832.0,26832.0,4,0.0
Clotilde Mollet,1,7.7,7.7,26832.0,26832.0,4,0.0
Johannes Silberschneider,1,7.7,7.7,26832.0,26832.0,4,0.0
Iddo Goldberg,2,6.949999999999999,7.3,46446.0,58509.0,4,5.0
